episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health
278,654,1495.1975611336775,10,3,7,30
279,623,1762.4775361464517,10,5,5,50
280,734,1615.1430544634813,10,2,8,20
281,522,849.6712642301468,10,5,5,50
282,488,911.2470819352947,10,7,3,70
283,542,386.5317251544791,10,5,5,50
284,512,659.5551208185364,10,5,5,50
285,496,408.7553750414326,10,4,6,40
286,566,420.71878185646233,10,4,6,40
287,693,1685.4902906485981,10,4,6,40
288,495,-346.23347542309085,10,3,7,30
289,524,545.6524377408955,10,4,6,40
290,535,935.8421556852026,10,6,4,60
291,622,1488.8822228105578,10,5,5,50
292,893,2562.6577143023114,10,2,8,20
293,517,56.327854059067946,10,3,7,30
294,651,505.10492493338404,10,3,7,30
295,720,1912.484120084584,10,4,6,40
296,1160,4720.399240561432,10,3,7,30
297,574,1274.5429404465897,10,5,5,50
298,571,341.82647690677254,10,3,7,30
299,647,1028.8092598693481,10,3,7,30
300,621,891.3058270152582,10,3,7,30
301,578,-101.70289540644902,10,1,9,10
302,450,-24.919179932407395,10,3,7,30
303,490,191.6306241056823,10,3,7,30
304,572,-146.02992347264717,10,2,8,20
305,424,594.1771523654743,10,5,4,60
306,686,1627.2635548503736,10,5,5,50
307,679,1939.2495627706974,10,6,4,60
308,609,996.5488578328184,10,4,6,40
309,424,-364.9986197862139,10,3,7,30
310,699,1976.4899512277998,10,4,6,40
311,801,2445.8844412327203,10,6,4,60
312,730,2016.3670142226244,10,5,5,50
313,575,-246.87625282184695,10,0,10,0
314,531,547.8388077493756,10,5,5,50
315,510,394.22195095694906,10,5,5,50
316,779,1602.7538127863638,10,4,6,40
317,628,987.0043562663835,10,4,6,40
318,584,923.9229933477926,10,4,6,40
319,659,1708.765983492719,10,5,5,50
320,623,834.2804347164879,10,4,6,40
321,496,231.4420540210478,10,3,7,30
322,766,2175.3852740903485,10,4,6,40
323,801,2687.7941789005763,10,5,5,50
324,803,1536.6608147905822,10,2,8,20
325,733,1649.893876306878,10,3,7,30
326,608,828.3000435399764,10,2,8,20
327,889,2736.6685453132413,10,3,7,30
328,718,1375.5920746588918,10,3,7,30
329,619,591.7098866358001,10,3,7,30
330,566,481.20217107196277,10,3,7,30
331,629,362.7281685364424,10,2,8,20
332,577,454.14122629135903,10,3,7,30
333,544,318.8381997915805,10,3,7,30
334,499,205.8913262883001,10,5,5,50
335,624,1263.210596937104,10,5,5,50
336,514,373.2556547881894,10,4,6,40
337,514,-178.66536630702416,10,2,8,20
338,689,1201.0848944605523,10,3,7,30
339,672,1167.0609901177422,10,3,7,30
340,595,801.9804995706402,10,3,7,30
341,899,3266.2466969416246,10,4,6,40
342,636,1244.1829578677946,10,4,6,40
